Frequenz (Hz)	Pegel (dB)
842,486572	-70,150368
843,159485	-70,384857
843,832397	-70,409935
844,505310	-69,123131
845,178223	-68,740578
845,851135	-67,893867
846,524048	-66,808495
847,196960	-66,561180
847,869873	-66,297745
848,542786	-65,710327
849,215698	-64,951141
849,888611	-64,940735
850,561523	-64,929695
851,234436	-63,888550
851,907349	-63,150940
852,580261	-63,646034
853,253174	-63,741810
853,926086	-62,347916
854,598999	-61,752064
855,271912	-62,087437
855,944824	-61,348621
856,617737	-59,895714
857,290649	-59,142513
857,963562	-58,821430
858,636475	-57,896194
859,309387	-56,846684
859,982300	-55,344532
860,655212	-53,300838
861,328125	-51,547096
862,001038	-50,981621
862,673950	-52,107681
863,346863	-54,613766
864,019775	-56,747169
864,692688	-56,830910
865,365601	-55,958225
866,038513	-54,127975
866,711426	-51,964886
867,384338	-50,333988
868,057251	-49,638344
868,730164	-50,125122
869,403076	-51,878044
870,075989	-54,718697
870,748901	-57,516315
871,421814	-59,033321
872,094727	-59,595024
872,767639	-59,990768
873,440552	-60,513847
874,113464	-61,283768
874,786377	-61,578072
875,459290	-61,282913
876,132202	-61,331406
876,805115	-62,245274
877,478027	-63,082851
878,150940	-63,188004
878,823853	-63,133595
879,496765	-63,471794
880,169678	-63,607365
880,842590	-63,445240
881,515503	-63,593079
882,188416	-63,924114
882,861328	-63,595730
883,534241	-63,375145
884,207153	-64,065102
884,880066	-65,215134
885,552979	-65,807610
886,225891	-67,016319
886,898804	-69,209282
887,571716	-70,257149
888,244629	-70,337128
888,917542	-71,904373
889,590454	-71,678627
890,263367	-70,608665
890,936279	-71,456245
891,609192	-73,144318
892,282104	-70,823463
892,955017	-68,894630
893,627930	-69,223122
894,300842	-70,649361
894,973755	-70,614838
895,646667	-70,189224
896,319580	-71,172890
896,992493	-72,834160
897,665405	-71,318100
898,338318	-69,747314
899,011230	-69,995323
899,684143	-72,625282
900,357056	-74,875633
901,029968	-73,538086
901,702881	-73,816086
902,375793	-75,778893
903,048706	-74,121872
903,721619	-71,475922
904,394531	-71,113770
905,067444	-72,692894
905,740356	-72,779518
906,413269	-71,680222
907,086182	-71,904716
907,759094	-73,224518
908,432007	-72,125183
909,104919	-69,840874
909,777832	-69,302406
910,450745	-70,320694
911,123657	-70,386703
911,796570	-69,003090
912,469482	-69,618217
913,142395	-71,883530
913,815308	-71,409378
914,488220	-69,995674
915,161133	-70,059464
915,834045	-70,339767
916,506958	-69,601204
917,179871	-69,158249
917,852783	-70,509071
918,525696	-72,759552
919,198608	-70,611069
919,871521	-69,012428
920,544434	-70,629250
921,217346	-71,168480
921,890259	-68,546623
922,563171	-68,185219
923,236084	-70,157280
923,908997	-70,623116
924,581909	-69,093910
925,254822	-69,891609
925,927734	-72,888153
926,600647	-73,177383
927,273560	-72,474854
927,946472	-73,513191
928,619385	-72,844864
929,292297	-71,769943
929,965210	-73,036041
930,638123	-75,151955
931,311035	-75,370010
931,983948	-74,903740
932,656860	-75,179482
933,329773	-76,566582
934,002686	-76,536224
934,675598	-74,323647
935,348511	-72,851784
936,021423	-71,873131
936,694336	-71,130669
937,367249	-71,319763
938,040161	-72,208488
938,713074	-71,984108
939,385986	-70,930275
940,058899	-70,369797
940,731812	-70,973358
941,404724	-71,979378
942,077637	-71,543335
942,750549	-69,611740
943,423462	-66,524712
944,096375	-67,411186
944,769287	-73,526787
945,442200	-78,227348
946,115112	-78,198311
946,788025	-80,788536
947,460938	-87,596100
948,133850	-89,329666
948,806763	-88,375107
949,479675	-85,776993
950,152588	-79,090164
950,825500	-75,301178
951,498413	-73,488297
952,171326	-72,565300
952,844238	-71,690765
953,517151	-70,947159
954,190063	-70,216476
954,862976	-68,401634
955,535889	-66,192398
956,208801	-64,712250
956,881714	-64,059753
957,554626	-64,005737
958,227539	-64,621025
958,900452	-65,806366
959,573364	-66,912415
960,246277	-67,416183
960,919189	-67,572868
961,592102	-67,181046
962,265015	-65,634064
962,937927	-63,768879
963,610840	-62,406689
964,283752	-61,593708
964,956665	-60,939629
965,629578	-60,069527
966,302490	-59,186134
966,975403	-58,491116
967,648315	-57,532101
968,321228	-55,591110
968,994141	-53,191639
969,667053	-51,318474
970,339966	-50,412586
971,012878	-50,381710
971,685791	-50,919598
972,358704	-51,485233
973,031616	-51,680912
973,704529	-51,728371
974,377441	-52,002560
975,050354	-52,462696
975,723267	-52,841759
976,396179	-53,102631
977,069092	-53,317123
977,742004	-53,444984
978,414917	-53,436195
979,087830	-53,427155
979,760742	-53,612072
980,433655	-53,890247
981,106567	-54,026684
981,779480	-54,067509
982,452393	-54,140686
983,125305	-54,302685
983,798218	-54,605915
984,471130	-55,083290
985,144043	-55,574013
985,816956	-55,800617
986,489868	-55,801060
987,162781	-55,844349
987,835693	-56,022480
988,508606	-56,197659
989,181519	-56,297482
989,854431	-56,515507
990,527344	-57,073635
991,200256	-57,839931
991,873169	-58,575462
992,546082	-59,051048
993,218994	-59,327213
993,891907	-59,571434
994,564819	-59,379776
995,237732	-58,799335
995,910645	-58,630913
996,583557	-59,087116
997,256470	-59,568127
997,929382	-59,725273
998,602295	-60,087048
999,275208	-60,930332
999,948120	-61,928745
1000,621033	-63,055145
1001,293945	-65,089577
1001,966858	-68,197464
1002,639771	-70,696304
1003,312683	-72,124390
1003,985596	-73,560959
1004,658508	-73,168564
1005,331421	-69,566650
1006,004333	-66,058167
1006,677246	-63,699017
1007,350159	-61,918854
1008,023071	-60,580486
1008,695984	-59,584084
1009,368896	-58,681950
1010,041809	-57,926559
1010,714722	-57,015675
1011,387634	-55,935032
1012,060547	-55,113991
1012,733459	-54,532001
1013,406372	-54,001385
1014,079285	-53,345814
1014,752197	-52,623409
1015,425110	-52,076244
1016,098022	-51,786049
1016,770935	-51,626583
1017,443848	-51,429752
1018,116760	-51,212200
1018,789673	-50,961773
1019,462585	-50,625969
1020,135498	-50,284634
1020,808411	-49,993431
1021,481323	-49,863998
1022,154236	-49,827393
1022,827148	-49,729736
1023,500061	-49,354767
1024,172974	-49,006748
1024,845886	-48,821396
1025,518799	-48,551094
1026,191711	-48,390762
1026,864624	-48,296402
1027,537537	-48,288464
1028,210449	-48,427952
1028,883362	-48,537331
1029,556274	-48,394379
1030,229187	-48,180492
1030,902100	-48,036346
1031,575012	-47,920841
1032,247925	-47,810154
1032,920837	-47,721169
1033,593750	-47,616478
1034,266663	-47,436855
1034,939575	-47,116653
1035,612488	-46,704128
1036,285400	-46,295437
1036,958313	-46,047688
1037,631226	-46,108784
1038,304138	-46,476223
1038,977051	-47,009121
1039,649963	-47,414913
1040,322876	-47,451035
1040,995789	-47,143536
1041,668701	-46,694515
1042,341614	-46,260155
1043,014526	-45,813236
1043,687439	-45,355892
1044,360352	-44,952118
1045,033264	-44,625721
1045,706177	-44,483849
1046,379089	-44,624641
1047,052002	-45,093174
1047,724915	-45,811768
1048,397827	-46,569477
1049,070740	-47,177269
1049,743652	-47,467861
1050,416565	-47,657570
1051,089478	-47,981651
1051,762390	-48,488468
1052,435303	-49,078079
1053,108215	-49,617550
1053,781128	-50,115322
1054,454041	-50,882648
1055,126953	-52,016064
1055,799866	-53,311783
1056,472778	-54,577293
1057,145691	-55,684414
1057,818604	-56,359150
1058,491516	-56,475811
1059,164429	-56,677452
1059,837341	-57,369213
1060,510254	-58,497608
1061,183167	-59,881229
1061,856079	-61,157146
1062,528992	-62,261971
1063,201904	-63,133617
1063,874817	-63,244205
1064,547729	-63,074463
1065,220642	-63,138771
1065,893555	-63,571896
1066,566467	-63,423450
1067,239380	-63,305847
1067,912292	-63,282406
1068,585205	-63,197010
1069,258118	-62,945820
1069,931030	-62,433758
1070,603943	-61,903996
1071,276855	-61,412663
1071,949768	-60,675629
1072,622681	-59,771858
1073,295593	-58,990120
1073,968506	-58,516106
1074,641418	-58,531158
1075,314331	-59,035881
1075,987244	-59,770931
1076,660156	-60,357918
1077,333069	-60,686893
1078,005981	-60,987698
1078,678894	-61,317753
1079,351807	-61,395870
1080,024719	-61,573620
1080,697632	-61,939400
1081,370544	-62,408756
1082,043457	-63,023506
1082,716370	-63,731445
1083,389282	-64,888840
1084,062195	-65,362144
1084,735107	-65,491699
1085,408020	-65,419044
1086,080933	-65,695175
1086,753845	-65,810837
1087,426758	-65,694397
1088,099670	-66,408752
1088,772583	-67,144638
1089,445496	-67,687317
1090,118408	-68,518929
1090,791321	-70,120293
1091,464233	-70,789581
1092,137146	-69,907692
1092,810059	-69,707870
1093,482971	-69,558777
1094,155884	-68,401474
1094,828796	-67,268929
1095,501709	-67,269310
1096,174622	-68,172447
1096,847534	-69,708427
1097,520447	-73,584061
1098,193359	-81,580750
1098,866272	-78,959213
1099,539185	-77,270805
1100,212097	-75,003487
1100,885010	-74,438591
1101,557922	-74,533966
1102,230835	-74,125702
1102,903748	-73,785164
1103,576660	-71,629234
1104,249573	-70,446045
1104,922485	-70,708488
1105,595398	-70,988480
1106,268311	-71,466629
1106,941223	-71,087074
1107,614136	-70,073746
1108,287048	-68,772682
1108,959961	-67,254333
1109,632874	-66,762665
1110,305786	-65,897652
1110,978699	-63,959301
1111,651611	-62,551647
1112,324524	-61,359390
1112,997437	-59,796936
1113,670349	-58,393520
1114,343262	-57,845661
1115,016174	-57,723312
1115,689087	-57,151852
1116,362000	-56,553040
1117,034912	-56,091507
1117,707825	-55,514267
1118,380737	-54,545513
1119,053650	-53,452312
1119,726563	-52,633152
1120,399475	-51,613735
1121,072388	-50,330090
1121,745300	-49,580227
1122,418213	-49,157837
1123,091125	-48,331512
1123,764038	-47,227921
1124,436951	-46,183796
1125,109863	-45,358166
1125,782776	-44,961716
1126,455688	-44,936150
1127,128601	-45,071007
1127,801514	-45,457020
1128,474426	-46,146099
1129,147339	-46,735950
1129,820251	-47,218681
1130,493164	-48,093906
1131,166077	-49,145229
1131,838989	-49,813618
1132,511902	-50,504414
1133,184814	-51,404427
1133,857727	-51,871269
1134,530640	-51,802834
1135,203552	-51,946899
1135,876465	-52,468750
1136,549377	-52,935860
1137,222290	-53,177559
1137,895203	-53,462162
1138,568115	-53,770256
1139,241028	-53,882336
1139,913940	-53,950661
1140,586853	-54,211433
1141,259766	-54,500805
1141,932678	-54,399017
1142,605591	-53,892845
1143,278503	-53,404602
1143,951416	-52,997818
1144,624329	-52,669052
1145,297241	-52,494507
1145,970154	-52,542332
1146,643066	-52,600933
1147,315979	-52,506336
1147,988892	-52,320110
1148,661804	-51,911869
1149,334717	-51,120026
1150,007629	-50,332806
1150,680542	-49,914982
1151,353455	-49,258614
1152,026367	-47,613708
1152,699280	-45,732365
1153,372192	-44,606007
1154,045105	-44,540718
1154,718018	-45,580093
1155,390930	-47,652836
1156,063843	-50,280373
1156,736755	-52,511948
1157,409668	-54,181385
1158,082581	-56,093109
1158,755493	-58,080135
1159,428406	-59,158825
1160,101318	-59,615231
1160,774231	-60,514412
1161,447144	-62,119324
1162,120056	-64,262352
1162,792969	-66,246597
1163,465881	-66,051857
1164,138794	-64,126572
1164,811707	-62,352566
1165,484619	-61,493519
1166,157532	-61,743801
1166,830444	-62,298523
1167,503357	-61,799278
1168,176270	-60,746056
1168,849182	-60,514706
1169,522095	-60,991741
1170,195007	-61,257160
1170,867920	-61,151382
1171,540833	-61,535103
1172,213745	-62,472172
1172,886658	-62,856678
1173,559570	-62,504765
1174,232483	-62,715588
1174,905396	-63,556358
1175,578308	-63,726883
1176,251221	-63,118172
1176,924133	-62,596298
1177,597046	-62,041424
1178,269958	-61,142941
1178,942871	-60,285194
1179,615784	-60,093624
1180,288696	-60,368584
1180,961609	-60,423038
1181,634521	-60,128178
1182,307434	-59,959988
1182,980347	-59,994762
1183,653259	-60,023930
1184,326172	-60,129673
1184,999084	-60,618179
1185,671997	-61,298233
1186,344910	-61,548817
1187,017822	-61,526955
1187,690735	-61,644615
1188,363647	-61,878212
1189,036560	-62,496422
1189,709473	-64,183388
1190,382385	-66,336220
1191,055298	-65,784554
1191,728210	-64,177513
1192,401123	-63,624912
1193,074036	-63,317188
1193,746948	-62,619465
1194,419861	-61,830227
1195,092773	-60,769283
1195,765686	-59,499729
1196,438599	-58,671112
1197,111511	-58,629345
1197,784424	-59,167244
1198,457336	-59,643623
1199,130249	-59,677288
1199,803162	-59,606091
1200,476074	-59,721783
1201,148987	-59,702209
1201,821899	-59,250401
1202,494812	-58,741665
1203,167725	-58,591679
1203,840637	-58,735905
1204,513550	-58,950001
1205,186462	-59,009010
1205,859375	-58,739182
1206,532288	-58,404266
1207,205200	-58,301815
1207,878113	-58,305573
1208,551025	-58,162151
1209,223938	-57,842907
1209,896851	-57,501579
1210,569763	-57,126846
1211,242676	-56,473843
1211,915588	-55,690639
1212,588501	-55,154373
1213,261414	-54,811035
1213,934326	-54,379822
1214,607239	-53,962807
1215,280151	-53,876839
1215,953064	-53,956230
1216,625977	-53,637550
1217,298889	-52,844353
1217,971802	-51,974453
1218,644714	-51,166218
1219,317627	-50,442596
1219,990540	-50,046246
1220,663452	-50,080738
1221,336365	-50,358662
1222,009277	-50,796055
1222,682190	-51,707249
1223,355103	-53,628181
1224,028015	-57,042671
1224,700928	-60,828083
1225,373840	-59,885395
1226,046753	-56,753571
1226,719666	-54,514317
1227,392578	-53,348400
1228,065491	-53,028229
1228,738403	-53,090576
1229,411316	-52,889652
1230,084229	-52,132328
1230,757141	-51,205502
1231,430054	-50,386559
1232,102966	-49,701950
1232,775879	-49,178024
1233,448792	-48,664421
1234,121704	-47,984055
1234,794617	-47,365532
1235,467529	-47,282112
1236,140442	-48,033577
1236,813354	-49,473373
1237,486267	-50,699165
1238,159180	-50,759609
1238,832092	-50,285561
1239,505005	-50,218643
1240,177917	-50,730106
1240,850830	-51,548935
1241,523743	-52,469505
1242,196655	-53,217682
1242,869568	-53,499325
1243,542480	-53,317986
1244,215393	-53,011829
1244,888306	-52,884949
1245,561218	-52,873806
1246,234131	-52,877869
1246,907043	-53,084656
1247,579956	-53,667896
1248,252869	-54,259846
1248,925781	-54,550568
1249,598694	-54,877502
1250,271606	-55,382446
1250,944519	-55,531113
1251,617432	-55,142418
1252,290344	-54,947044
1252,963257	-55,288971
1253,636169	-55,665154
1254,309082	-55,608917
1254,981995	-55,526882
1255,654907	-55,861111
1256,327820	-56,463745
1257,000732	-56,850246
1257,673645	-57,199699
1258,346558	-57,313232
1259,019470	-57,000183
1259,692383	-56,523270
1260,365295	-56,195847
1261,038208	-56,226826
1261,711121	-56,167953
1262,384033	-56,040440
1263,056946	-56,267567
1263,729858	-56,782658
1264,402771	-57,143948
1265,075684	-57,312004
1265,748596	-57,817429
1266,421509	-58,283077
1267,094421	-58,089840
1267,767334	-57,903736
1268,440247	-58,186913
1269,113159	-58,317192
1269,786072	-57,929916
1270,458984	-57,739830
1271,131897	-58,345264
1271,804810	-59,118099
1272,477722	-59,757885
1273,150635	-60,909710
1273,823547	-62,507046
1274,496460	-63,342770
1275,169373	-63,266457
1275,842285	-63,407207
1276,515198	-64,275955
1277,188110	-64,374298
1277,861023	-63,245430
1278,533936	-63,032951
1279,206848	-63,873051
1279,879761	-64,427017
1280,552673	-64,478622
1281,225586	-64,971001
1281,898499	-66,149567
1282,571411	-66,762924
1283,244324	-66,052734
1283,917236	-64,775047
1284,590149	-63,399128
1285,263062	-62,357880
1285,935974	-61,842651
1286,608887	-62,421597
1287,281799	-64,223816
1287,954712	-66,885750
1288,627625	-69,318169
1289,300537	-69,731628
1289,973450	-67,803009
1290,646362	-65,108658
1291,319275	-63,255112
1291,992188	-62,512138
1292,665100	-61,907921
1293,338013	-60,949738
1294,010925	-59,695278
1294,683838	-58,303295
1295,356750	-56,900787
1296,029663	-56,385719
1296,702576	-57,083603
1297,375488	-58,799118
1298,048401	-61,180691
1298,721313	-62,448017
1299,394226	-62,698254
1300,067139	-63,068497
1300,740051	-63,775879
1301,412964	-65,083893
1302,085876	-65,342125
1302,758789	-64,698738
1303,431702	-64,600136
1304,104614	-64,599937
1304,777527	-64,289291
1305,450439	-64,425560
1306,123352	-64,366348
1306,796265	-64,009537
1307,469177	-64,185059
